"Kind","Product Code","Name","Group","Fields","ERP W","ERP H","ERP D","ERP kg","Store W","Store H","Store D","Store kg"
"needs-measuring","MMBRNC02","Climbing Rope - 7m","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMBXG01","Cotton Inners","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMDBCE01","Chrome  Dumbbell Set (1kg-10kg Pairs)","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMDBOH01","Olympic Dumbbell Handles (Pair)","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMDBPRH01","Premium Rubber Hex Dumbbell - 1kg","Mixed Implements","","0","1.25","1.4","2","","","",""
"needs-measuring","MMDBPRH02","Premium Rubber Hex Dumbbell - 2kg","Mixed Implements","","0","1.25","1.4","3","","","",""
"needs-measuring","MMDBPRH04","Premium Rubber Hex Dumbbell - 3kg","Mixed Implements","","0","1.25","1.4","4","","","",""
"needs-measuring","MMDBPRH05","Premium Rubber Hex Dumbbell - 4kg","Mixed Implements","","0","1.25","1.4","5","","","",""
"needs-measuring","MMDBPRH06","Premium Rubber Hex Dumbbell - 5kg","Mixed Implements","","0","9.5","10.9","6","","","",""
"needs-measuring","MMDBPRH07","Premium Rubber Hex Dumbbell - 6kg","Mixed Implements","","0","1.25","1.4","7","","","",""
"needs-measuring","MMDBPRH08","Premium Rubber Hex Dumbbell - 7kg","Mixed Implements","","0","1.25","1.4","8","","","",""
"needs-measuring","MMDBPRH10","Premium Rubber Hex Dumbbell - 8kg","Mixed Implements","","0","1.25","1.4","9","","","",""
"needs-measuring","MMDBPRH11","Premium Rubber Hex Dumbbell - 9kg","Mixed Implements","","0","1.25","1.4","10","","","",""
"needs-measuring","MMDBPRH12","Premium Rubber Hex Dumbbell - 10kg","Mixed Implements","","0","12.5","14","11","","","",""
"needs-measuring","MMDBPRH13","Premium Rubber Hex Dumbbell - 12.5kg","Mixed Implements","","0","13","13.8","14","","","",""
"needs-measuring","MMDBPRH14","Premium Rubber Hex Dumbbell - 15kg","Mixed Implements","","0","13.4","15.4","16","","","",""
"needs-measuring","MMDBPRH15","Premium Rubber Hex Dumbbell - 17.5kg","Mixed Implements","","0","14.4","16.4","19","","","",""
"needs-measuring","MMDBPRH16","Premium Rubber Hex Dumbbell - 20kg","Mixed Implements","","0","14.6","16.7","21","","","",""
"needs-measuring","MMDBPRH17","Premium Rubber Hex Dumbbell - 22.5kg","Mixed Implements","","0","15.5","17.6","24","","","",""
"needs-measuring","MMDBPRH18","Premium Rubber Hex Dumbbell - 25kg","Mixed Implements","","0","15.9","18","26","","","",""
"needs-measuring","MMDBPRH19","Premium Rubber Hex Dumbbell - 27.5kg","Mixed Implements","","0","16.3","19","29","","","",""
"needs-measuring","MMDBPRH20","Premium Rubber Hex Dumbbell - 30kg","Mixed Implements","","0","16.8","19.1","31","","","",""
"needs-measuring","MMDBPRH21","Premium Rubber Hex Dumbbell - 32.5kg","Mixed Implements","","0","17.3","19.8","34","","","",""
"needs-measuring","MMDBPRH22","Premium Rubber Hex Dumbbell - 35kg","Mixed Implements","","0","17.7","20.5","36","","","",""
"needs-measuring","MMDBPRH23","Premium Rubber Hex Dumbbell - 37.5kg","Mixed Implements","","0","18","20.9","39","","","",""
"needs-measuring","MMDBPRH24","Premium Rubber Hex Dumbbell - 40kg","Mixed Implements","","0","18.7","21.3","41","","","",""
"needs-measuring","MMDBPRH25","Premium Rubber Hex Dumbbell - 42.5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMDBPRH26","Premium Rubber Hex Dumbbell - 45kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMDBRH01","Rubber Hex Dumbbell - 1kg","Mixed Implements","","0","0","0","2","","","",""
"needs-measuring","MMDBRH02","Rubber Hex Dumbbell - 2kg","Mixed Implements","","0","0","0","3","","","",""
"needs-measuring","MMDBRH03","Rubber Hex Dumbbell - 2.5kg","Mixed Implements","","0","0","0","4","","","",""
"needs-measuring","MMDBRH04","Rubber Hex Dumbbell - 3kg","Mixed Implements","","0","0","0","4","","","",""
"needs-measuring","MMDBRH05","Rubber Hex Dumbbell - 4kg","Mixed Implements","","0","0","0","5","","","",""
"needs-measuring","MMDBRH06","Rubber Hex Dumbbell - 5kg","Mixed Implements","","0","0","0","6","","","",""
"needs-measuring","MMDBRH07","Rubber Hex Dumbbell - 6kg","Mixed Implements","","0","0","0","7","","","",""
"needs-measuring","MMDBRH08","Rubber Hex Dumbbell - 7kg","Mixed Implements","","0","0","0","8","","","",""
"needs-measuring","MMDBRH09","Rubber Hex Dumbbell - 7.5kg","Mixed Implements","","0","0","0","9","","","",""
"needs-measuring","MMDBRH10","Rubber Hex Dumbbell - 8kg","Mixed Implements","","0","0","0","9","","","",""
"needs-measuring","MMDBRH11","Rubber Hex Dumbbell - 9kg","Mixed Implements","","0","0","0","10","","","",""
"needs-measuring","MMDBRH12","Rubber Hex Dumbbell - 10kg","Mixed Implements","","0","0","0","11","","","",""
"needs-measuring","MMDBRH13","Rubber Hex Dumbbell - 12.5kg","Mixed Implements","","0","0","0","14","","","",""
"needs-measuring","MMDBRH14","Rubber Hex Dumbbell - 15kg","Mixed Implements","","0","0","0","16","","","",""
"needs-measuring","MMDBRH15","Rubber Hex Dumbbell - 17.5kg","Mixed Implements","","0","0","0","19","","","",""
"needs-measuring","MMDBRH16","Rubber Hex Dumbbell - 20kg","Mixed Implements","","0","0","0","21","","","",""
"needs-measuring","MMDBRH17","Rubber Hex Dumbbell - 22.5kg","Mixed Implements","","0","0","0","24","","","",""
"needs-measuring","MMDBRH18","Rubber Hex Dumbbell - 25kg","Mixed Implements","","0","0","0","26","","","",""
"needs-measuring","MMDBRH19","Rubber Hex Dumbbell - 27.5kg","Mixed Implements","","0","0","0","29","","","",""
"needs-measuring","MMDBRH20","Rubber Hex Dumbbell - 30kg","Mixed Implements","","0","0","0","31","","","",""
"needs-measuring","MMDBRH21","Rubber Hex Dumbbell - 32.5kg","Mixed Implements","","0","0","0","34","","","",""
"needs-measuring","MMDBRH22","Rubber Hex Dumbbell - 35kg","Mixed Implements","","0","0","0","36","","","",""
"needs-measuring","MMDBRH23","Rubber Hex Dumbbell - 37.5kg","Mixed Implements","","0","0","0","39","","","",""
"needs-measuring","MMDBRH24","Rubber Hex Dumbbell - 40kg","Mixed Implements","","0","0","0","41","","","",""
"needs-measuring","MMDBRH25","Rubber Hex Dumbbell - 42.5kg","Mixed Implements","","0","0","0","44","","","",""
"needs-measuring","MMDBRH26","Rubber Hex Dumbbell - 45kg","Mixed Implements","","0","0","0","46","","","",""
"needs-measuring","MMDBUR18","PU Dumbbells (Pair) - 5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMDBUR19","Urethane Fixed Dumbbells (Pair) - 7.5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMDBUR20","PU Dumbbells (Pair) - 1kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMDBUR21","PU Dumbbells (Pair) - 2kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMDBUR22","PU Dumbbells (Pair) - 3kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMDBUR23","PU Dumbbells (Pair) - 4kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMDBUR25","PU Dumbbells (Pair) - 6kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMDBUR26","PU Dumbbells (Pair) - 7kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMDBUR27","PU Dumbbells (Pair) - 8kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMDBUR28","PU Dumbbells (Pair) - 9kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMDBUR29","PU Dumbbells (Pair) - 55kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMDBUR30","PU Dumbbells (Pair) - 60kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMDEHG09","High Grip Dead Ball - 40kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMDEHG11","High Grip Dead Ball - 50kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMDEHG16","High Grip Dead Ball - 60kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMDEHG17","High Grip Dead Ball - 70kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMGFPS02-C","Group Fitness Barbell Set-Collars (PR)","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMKBUR07","Urethane Competition Kettlebell - 28kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMKBUR08","Urethane Competition Kettlebell - 32kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMKBUR09","Urethane Competition Kettlebell - 36kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMKBUR10","Urethane Competition Kettlebell - 40kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMMBPR 03","Medicine Ball - 6kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMPA4BL01","Dead Balls (Set of 4) - 56kg","Packages","","0","0","0","0","","","",""
"needs-measuring","MMPA6BG01","Power Bags (Set of 6) - 105kg","Packages","","0","0","0","0","","","",""
"needs-measuring","MMPA8002","Urethane Competition Kettlebell (Set of 5) - 80kg","Packages","","0","0","0","0","","","",""
"needs-measuring","MMPAARM01","Wall Ball (Armatex) (Set of 4) - 12kg","Packages","","0","0","0","0","","","",""
"needs-measuring","MMPACE103","Chrome 110 Dumbbells (1kg-7kg Pairs)","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMPADB01","Rubber Hex Dumbbell (Set of 14 Pairs) - 240kg & Vertical Dumbbell Rack - Portable (Four Sided)","Packages","","0","0","0","0","","","",""
"needs-measuring","MMPAUR01","Urethane Fixed Dumbbells Set (1-10kg Pairs) & Vertical Dummbell Rack - 10 Pair (Single Sided) 1.0","Packages","","0","0","0","0","","","",""
"needs-measuring","MMPILFG01","Pilates Ring","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMPWPBG06","Power Bag - 5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMPWPBG07","Power Bag - 30kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMSLSL01","Push & Pull Sled","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMWAARM08","Wall Ball (Armatex) - 9kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MMWAARM09","Wall Ball (Armatex) -12kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","MRATTACC01","Storage Pin with Shoulder","Rigs & Racks","","0","0","0","0","","","",""
"needs-measuring","MRSPATT07","Rig Universal Upright - 240cm","Rigs & Racks","","0","0","0","0","","","",""
"needs-measuring","MRSPFW03","Olympic Power Rack 2.0 Weight Plate Storage Rack Only","Rigs & Racks","","0","0","0","58","","","",""
"needs-measuring","MRSPFW09","Olympic Half Rack","Strength","","0","0","0","0","","","",""
"needs-measuring","MRSPFW10","Olympic Half Rack 2.0","Rigs & Racks","","0","0","0","0","","","",""
"needs-measuring","MRSPFW11","Olympic Half Rack (Wall Mounted)","Rigs & Racks","","0","0","0","0","","","",""
"needs-measuring","MRSPFW12","Olympic Half Rack with Dead Lift","Rigs & Racks","","0","0","0","0","","","",""
"needs-measuring","MRSPFW13","Olympic Half Rack with Dual Pulley","Rigs & Racks","","0","0","0","0","","","",""
"needs-measuring","MRSPFW14","Olympic Half Rack with Dual Pulley (Wall Mounted)","Rigs & Racks","","0","0","0","0","","","",""
"needs-measuring","MRSPFW15","Olympic Power Rack 5.0","Rigs & Racks","","0","0","0","0","","","",""
"needs-measuring","MRSPFW16","Olympic Power Rack with Dual Pulley","Rigs & Racks","","0","0","0","0","","","",""
"needs-measuring","MSAMPL03","Universal Abdominal Crunch","Strength","","0","0","0","0","","","",""
"needs-measuring","MSAMPL04","Pullover","Strength","","0","0","0","0","","","",""
"needs-measuring","MSAMSE02","Abdominal Crunch","Strength","","0","0","0","0","","","",""
"needs-measuring","MSBMB01","Vertical Knee Raise & Dip","Strength","","0","0","0","0","","","",""
"needs-measuring","MSBMB02","45 Degree Hyperextension Bench","Strength","","0","0","0","0","","","",""
"needs-measuring","MSBMPL02","Low Row","Strength","","0","0","0","0","","","",""
"needs-measuring","MSBMPL03","Seal Row Bench","Strength","","0","0","0","0","","","",""
"needs-measuring","MSBMPL04","Seated Row","Strength","","0","0","0","0","","","",""
"needs-measuring","MSBMSE06","Lat Pulldown & Seated Row","Strength","","0","0","0","0","","","",""
"needs-measuring","MSBMSE07","Lat Pulldown","Strength","","0","0","0","0","","","",""
"needs-measuring","MSBMSE08","Iso-Lateral Seated Row","Strength","","0","0","0","0","","","",""
"needs-measuring","MSBTPL01","Preacher Bench","Strength","","0","0","0","0","","","",""
"needs-measuring","MSBTPL06","Biceps Curl","Strength","","0","0","0","0","","","",""
"needs-measuring","MSBTPL07","Glute & Hamstring Developer","Strength","","0","0","0","0","","","",""
"needs-measuring","MSBTSE04","Arm Curl","Strength","","0","0","0","0","","","",""
"needs-measuring","MSBTSE05","Triceps Press","Strength","","0","0","0","0","","","",""
"needs-measuring","MSCMATT01","Power Grip Cable Attachment Set (5)","Strength","","0","0","0","0","","","",""
"needs-measuring","MSCMATT02","Cable Pulley System","Strength","","0","0","0","0","","","",""
"needs-measuring","MSCMS02","Functional Trainer","Strength","","0","0","0","0","","","",""
"needs-measuring","MSCMSE01","Dual Adjustable Pulley","Strength","","0","0","0","0","","","",""
"needs-measuring","MSCMSE02","4 Stack Multi-sation","Strength","","0","0","0","0","","","",""
"needs-measuring","MSCMSE03","8 Stack Multi-sation","Strength","","0","0","0","0","","","",""
"needs-measuring","MSCMSE04","5 Stack Multi-sation","Strength","","0","0","0","0","","","",""
"needs-measuring","MSCMSE05","Hi & Low Adjustable Pulley","Strength","","0","0","0","0","","","",""
"needs-measuring","MSCMSE06","Dual-Arm Functional Trainer","Strength","","0","0","0","0","","","",""
"needs-measuring","MSCSPL02","Olympic Flat Bench","Strength","","0","0","0","0","","","",""
"needs-measuring","MSCSPL03","Olympic Incline Bench","Strength","","0","0","0","0","","","",""
"needs-measuring","MSCSPL04","Olympic Decline Bench","Strength","","0","0","0","0","","","",""
"needs-measuring","MSCSPL05","Fixed Upright Bench","Strength","","0","0","0","0","","","",""
"needs-measuring","MSCSPL07","Chest Press","Strength","","0","0","0","0","","","",""
"needs-measuring","MSCSPL08","Incline Chest Press","Strength","","0","0","0","0","","","",""
"needs-measuring","MSCSPL09","Shoulder press","Strength","","0","0","0","0","","","",""
"needs-measuring","MSCSPL10","Decline Chest Press","Strength","","0","0","0","0","","","",""
"needs-measuring","MSCSPL11","Front Pulldown","Strength","","0","0","0","0","","","",""
"needs-measuring","MSCSPL12","High Row","Strength","","0","0","0","0","","","",""
"needs-measuring","MSCSPL13","Lat Pulldown Circular","Strength","","0","0","0","0","","","",""
"needs-measuring","MSCSPL14","Universal Pulldown","Strength","","0","0","0","0","","","",""
"needs-measuring","MSCSSE06","Pec Fly & Rear Delt","Strength","","0","0","0","0","","","",""
"needs-measuring","MSCSSE08","Multi Press","Strength","","0","0","0","0","","","",""
"needs-measuring","MSCSSE09","Standing Multi Flight","Strength","","0","0","0","0","","","",""
"needs-measuring","MSFTSFS01","Functional Training System 1.0","Rigs & Racks","","0","0","0","0","","","",""
"needs-measuring","MSFTSFS02","Functional Training System 2.0","Rigs & Racks","","0","0","0","0","","","",""
"needs-measuring","MSFTSFS03","Functional Training System 3.0","Rigs & Racks","","0","0","0","0","","","",""
"needs-measuring","MSFTSFS04","Functional Training System 4.0","Rigs & Racks","","0","0","0","0","","","",""
"needs-measuring","MSFTSFS05","Functional Training System 5.0","Rigs & Racks","","0","0","0","0","","","",""
"needs-measuring","MSLBPL01","V Squat","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBPL02","Belt Squat","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBPL03","Hip Thrustor","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBPL04","Standing Hip Thurst","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBPL05","Standing Abductor","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBPL06","Reverse Hyper","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBPL07","Multi Hip Extension","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBPL08","Multi Dead Lift","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBPL12","Alternate Leg Extension Machine","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBPL17","Multi Belt Squat","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBPL18","Alternate Leg Curl","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBPL19","Seated Calf Raise","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBPL20","Linear Leg Press 45 Degrees","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBPL21","Multi Deadlift","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBPL22","Hip Thrust","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBPL23","Pendulum Squat","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBPL24","Smith Machine","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBPL26","V-Squat","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBPL27","Standing Hip Abductor","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBPL28","Standing Hip Thrust","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBPL29","Iso-Lateral Multi-Squat Lunge","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBPL30","3D Seated Abduction","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBPL31","Squat","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBPL32","Hack Squat","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBSE07","Standing Hip Thrust","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBSE10","Leg Press & Hack Squat","Strength","","0","0","0","0","","","",""
"needs-measuring","MSLBSE11","Leg Extension & Leg Curl Machine","Strength","","0","0","0","0","","","",""
"needs-measuring","MSSPFW02","Olympic Power Rack 2.0","Rigs & Racks","","0","0","0","0","","","",""
"needs-measuring","MSSPFW04","Olympic Power Rack 3.0","Rigs & Racks","","0","0","0","0","","","",""
"needs-measuring","MSSPFW05","Olympic Power Rack 4.0","Rigs & Racks","","0","0","0","0","","","",""
"needs-measuring","MSWBB03","Adjustable Utility Bench","Strength","","0","0","0","0","","","",""
"needs-measuring","MSWBB04","Flat Bench","Strength","","0","0","0","0","","","",""
"needs-measuring","MSWBB06","Olympic Incline Bench","Strength","","0","0","0","0","","","",""
"needs-measuring","MSWBB07","Olympic Decline Bench","Strength","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR11","Urethane Fixed Barbells - 5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR13","Fixed PU Straight Barbell - 27.5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR14","Fixed PU Straight Barbell - 32.5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR15","Fixed PU Straight Barbell - 37.5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR16","Fixed PU Straight Barbell - 42.5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR17","Fixed PU Straight Barbell - 45kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR18","Fixed PU Straight Barbell - 47.5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR19","Fixed PU Straight Barbell - 50kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR20","Fixed PU Curl Barbell - 5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR21","Fixed PU Curl Barbell - 7.5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR22","Fixed PU Curl Barbell - 10kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR23","Fixed PU Curl Barbell - 12.5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR24","Fixed PU Curl Barbell - 15kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR25","Fixed PU Curl Barbell - 17.5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR26","Fixed PU Curl Barbell - 20kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR27","Fixed PU Curl Barbell - 22.5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR28","Fixed PU Curl Barbell - 25kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR29","Fixed PU Curl Barbell - 27.5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR30","Fixed PU Curl Barbell - 30kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR31","Fixed PU Curl Barbell - 32.5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR32","Fixed PU Curl Barbell - 35kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR33","Fixed PU Curl Barbell - 37.5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR34","Fixed PU Curl Barbell - 40kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR35","Fixed PU Curl Barbell - 42.5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR36","Fixed PU Curl Barbell - 45kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR37","Fixed PU Curl Barbell - 47.5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBFUR38","Fixed PU Curl Barbell - 50kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBOS01","Olympic Barbell - 15kg (1500Lb Capacity) - Stainless Steel","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWBBOS02","Olympic Barbell - 20kg (2000Lb Capacity) - Stainless Steel","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWLPFS01","Lifting Plus Integrated Platform","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWPA10001","Coloured Bumper Plates (Set of 8) - 100kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWPA10002","Competition Bumper Plates (Set of 8) - 100kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWPA10003","Olympic Premium Rubber Weight Plates (3 Grip) (Set of 8) - 100kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWPA14001","Coloured Bumper Plates (Set of 8) & 2.5kg Change Plates - 145kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWPA14002","Competition Bumper Plates (Set of 8) - 140kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWPA15001","Coloured Bumper Plates (Set of 10) - 150kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWPA15002","Competition Bumper Plates (Set of 10) - 150kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWPA15003","Olympic Premium Rubber Weight Plates (3 Grip) (Set of 10) - 150kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWPA9001","Coloured Bumper Plates (Set of 6) - 90kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWPAFRU01","Rubber Fixed Barbells (Set of 10 Bars) & Rack","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWPAFRU02","Rubber Fixed Barbells (Set of 5 Bars) & Rack","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWWAACC01","Weightlifting Belt","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWWLPVC01","Technique/Training Pipe","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWWLRR01","Squat Wedge Block","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWWPCNB06","Pro Bumper Plates - 5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWWPCNB07","Pro Bumper Plates - 10kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWWPCNB08","Pro Bumper Plates - 15kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWWPCNB09","Pro Bumper Plates - 20kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWWPCNB10","Pro Bumper Plates - 25kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWWPCP03","Change Plates - 0.5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWWPCP04","Change Plates - 1kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWWPCP05","Change Plates - 1.5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWWPCP06","Change Plates - 2kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWWPOU08","Olympic PU Weight Plates (4 Grip) - 1.25kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWWPOU09","Olympic PU Weight Plates (4 Grip) - 10kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWWPOU10","Olympic Urethane Weight Plates (4 Grip) - 15kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWWPOU11","Olympic PU Weight Plates (4 Grip) - 2.5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWWPOU12","Olympic PU Weight Plates (4 Grip) - 20kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWWPOU13","Olympic Urethane Weight Plates (4 Grip) - 25kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","MWWPOU14","Olympic PU Weight Plates (4 Grip) - 5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","NBFAFRR01","Acoustic Underlay (1m x 10m) - 5mm","Flooring","","0","0","0","0","","","",""
"needs-measuring","NBFAFRR02","Acoustic Underlay (1m x 10m) - 10mm","Flooring","","0","0","0","0","","","",""
"needs-measuring","NBFAFRR03","Acoustic Underlay (1m x 10m) - 15mm","Flooring","","0","0","0","0","","","",""
"needs-measuring","NBFAFRR04","Acoustic Underlay (1m x 10m) - 20mm","Flooring","","0","0","0","0","","","",""
"needs-measuring","NBFATSY01","Artificial Turf Black (2m x 10m)","Flooring","","0","0","0","0","","","",""
"needs-measuring","NBFATSY02","Artificial Turf Black (2m x 15m)","Flooring","","0","0","0","0","","","",""
"needs-measuring","NBFATSY03","Artificial Turf Black (2m x 20m)","Flooring","","0","0","0","0","","","",""
"needs-measuring","NBFRFRR01","Impact-Lock Rubber Tiles - 20mm","Flooring","","0","0","0","0","","","",""
"needs-measuring","NBFRFRR02","Impact-Lock Rubber Tiles - 30mm","Flooring","","0","0","0","0","","","",""
"needs-measuring","NBFRFRR03","Impact-Lock Rubber Tiles - 40mm (500 x 500mm) (4 Tiles)","Flooring","","0","0","0","0","","","",""
"needs-measuring","NBFRFRR04","Impact-Lock Rubber Tiles - 50mm (500 x 500mm) (4 Tiles)","Flooring","","0","0","0","0","","","",""
"needs-measuring","NBLLE2501","Linear LED Lighting System - 2.4m","Lighting","","0","0","0","0","","","",""
"needs-measuring","NBLLE2502","LED Dimmer","Lighting","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH01","Premium Rubber Hex Dumbbell - 1kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH02","Premium Rubber Hex Dumbbell - 2kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH02H","Premium Rubber Hex Dumbbell - 2.5kg","Mixed Implements","","0","0","0","0","","","",""
