"Kind","Product Code","Name","Group","Fields","ERP W","ERP H","ERP D","ERP kg","Store W","Store H","Store D","Store kg"
"needs-measuring","NBMDBPRH03","Premium Rubber Hex Dumbbell - 3kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH04","Premium Rubber Hex Dumbbell - 4kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH05","Premium Rubber Hex Dumbbell - 5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH06","Premium Rubber Hex Dumbbell - 6kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH07","Premium Rubber Hex Dumbbell - 7kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH07H","Premium Rubber Hex Dumbbell - 7.5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH08","Premium Rubber Hex Dumbbell - 8kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH09","Premium Rubber Hex Dumbbell - 9kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH10","Premium Rubber Hex Dumbbell - 10kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH12H","Premium Rubber Hex Dumbbell - 12.5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH15","Premium Rubber Hex Dumbbell - 15kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH17H","Premium Rubber Hex Dumbbell - 17.5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH20","Premium Rubber Hex Dumbbell - 20kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH22H","Premium Rubber Hex Dumbbell - 22.5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH25","Premium Rubber Hex Dumbbell - 25kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH27H","Premium Rubber Hex Dumbbell - 27.5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH30","Premium Rubber Hex Dumbbell - 30kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH32H","Premium Rubber Hex Dumbbell - 32.5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH35","Premium Rubber Hex Dumbbell - 35kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH37H","Premium Rubber Hex Dumbbell - 37.5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH40","Premium Rubber Hex Dumbbell - 40kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH42H","Premium Rubber Hex Dumbbell - 42.5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH45","Premium Rubber Hex Dumbbell - 45kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH47H","Premium Rubber Hex Dumbbell - 47.5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBPRH50","Premium Rubber Hex Dumbbell - 50kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH01","Rubber Hex Dumbbell - 1kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH02","Rubber Hex Dumbbell - 2kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH02H","Rubber Hex Dumbbell - 2.5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH03","Rubber Hex Dumbbell - 3kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH04","Rubber Hex Dumbbell - 4kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH05","Rubber Hex Dumbbell - 5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH06","Rubber Hex Dumbbell - 6kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH07","Rubber Hex Dumbbell - 7kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH07H","Rubber Hex Dumbbell - 7.5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH08","Rubber Hex Dumbbell - 8kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH09","Rubber Hex Dumbbell - 9kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH10","Rubber Hex Dumbbell - 10kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH12H","Rubber Hex Dumbbell - 12.5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH15","Rubber Hex Dumbbell - 15kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH17H","Rubber Hex Dumbbell - 17.5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH20","Rubber Hex Dumbbell - 20kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH22H","Rubber Hex Dumbbell - 22.5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH25","Rubber Hex Dumbbell - 25kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH27H","Rubber Hex Dumbbell - 27.5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH30","Rubber Hex Dumbbell - 30kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH32H","Rubber Hex Dumbbell - 32.5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH35","Rubber Hex Dumbbell - 35kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH37H","Rubber Hex Dumbbell - 37.5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH40","Rubber Hex Dumbbell - 40kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH42H","Rubber Hex Dumbbell - 42.5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH45","Rubber Hex Dumbbell - 45kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH52H","Premium Rubber Hex Dumbbell - 52.5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH55","Premium Rubber Hex Dumbbell - 55kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","NBMDBRH60","Premium Rubber Hex Dumbbell - 60kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","OBSR03","Skipping Ropes- Wire, Adjustable","Body Weight","","0","0","0","0","","","",""
"needs-measuring","OCBIMG01","Impulse Spin Bike with Console","Cardio","","0","0","0","0","","","",""
"needs-measuring","OCBIMG03","Vortect Commercial Spin Bike","Cardio","","0","0","0","0","","","",""
"needs-measuring","OEFRDB02","Hoist DRV10","Clearance","","0","0","0","0","","","",""
"needs-measuring","OEFROP02","Olympic Weight Plate Tree (CSL10N)","Clearance","","0","0","0","0","","","",""
"needs-measuring","OIFDB4A","3rd Tier for IFDB4","Clearance","","0","0","0","0","","","",""
"needs-measuring","OSCMDU01","Functional trainer","Clearance","","0","0","0","0","","","",""
"needs-measuring","RAAAU01","REVL Unisex Cap","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAAAU02","Unisex Socks","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAAAU03","Unisex Socks","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACM01L","Men's Tank (L)","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACM01M","Men's Tank (M)","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACM01S","Men's Tank (S)","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACM01XL","Men's Tank (XL)","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACM02L","Men's Tee (L)","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACM02M","Men's Tee (M)","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACM02S","Men's Tee (S)","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACM02XL","Men's Tee (XL)","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACM07","Men's Tee - Large","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACU01L","Unisex Sweatshirt (L)","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACU01M","Unisex Sweatshirt (M)","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACU01S","Unisex Sweatshirt (S)","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACU01XL","Unisex Sweatshirt (XL)","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACU01XS","Unisex Sweatshirt (XS)","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACU02M","Oversized Hoodie (Unisex) (M)","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACU05M","Short Sleeve Tee (Male) (M)","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACW01L","Women's Crop (L)","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACW01M","Women's Crop (M)","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACW01S","Women's Crop (S)","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACW01XL","Women's Crop (XL)","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACW01XS","Women's Crop (XS)","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACW02L","Women's Shorts (L)","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACW02M","Women's Shorts (M)","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACW02S","Women's Shorts (S)","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACW02XL","Women's Shorts (XL)","Apparel","","0","0","0","0","","","",""
"needs-measuring","RAACW02XS","Women's Shorts (XS)","Apparel","","0","0","0","0","","","",""
"needs-measuring","RBCTMA01","Abdominal Mat","Body Weight","","38","0","30","1","","","",""
"needs-measuring","RBGYRI01","Gymnastic Rings (Wooden)","Body Weight","","26","0","26","2","","","",""
"needs-measuring","RBRPPO01","Micro Bands - Heavy (Black)","Body Weight","","0","0","0","0","","","",""
"needs-measuring","RBRPPO02","Micro Bands - X Heavy (Red)","Body Weight","","0","0","0","0","","","",""
"needs-measuring","RBRPPO03","Micro Bands - XX Heavy (Black)","Body Weight","","0","0","0","0","","","",""
"needs-measuring","RBRPPO04","Power Bands - 13mm (Red)","Body Weight","","0","0","0","0","","","",""
"needs-measuring","RBRPPO05","Power Bands - 21mm (Grey)","Body Weight","","0","0","0","0","","","",""
"needs-measuring","RBRPPO06","Power Bands - 32mm (Black)","Body Weight","","0","0","0","0","","","",""
"needs-measuring","REFRACC01","Modular Storage Rack Flat Shelf","Equipment Storage","","160","0","63","19","","","",""
"needs-measuring","REFRACC02","Modular Storage Rack Shelf Dual Pipe","Equipment Storage","","151","0","29.5","11","","","",""
"needs-measuring","REFRACC03","Modular Storage Rack Side (1582mm)","Equipment Storage","","161","0","63","20","","","",""
"needs-measuring","REFRBB02","Barbell Storage Box (12 Bar Holder)","Equipment Storage","","3.5","0","0","0","","","",""
"needs-measuring","REFROP01","Olympic Weight Plate Tree (8 Storage Pins)","Equipment Storage","","138","0","65","28","","","",""
"needs-measuring","REFROP01B","REVL Olympic Weight Plate Tree (6 Storage Pins, 2 Plate Storage)","Equipment Storage","","0","0","0","0","","","",""
"needs-measuring","REWMACC01","Dip Bar Holder (Wall Mounted)","Equipment Storage","","14","0","26.5","19","","","",""
"needs-measuring","REWMBER01","Bench & Rower Rack (Wall Mounted)","Equipment Storage","","60.5","0","7","7","","","",""
"needs-measuring","REWMOP01","Vertical Bumper Plate Rack 4 Tier (Wall Mounted)","Equipment Storage","","120","0","38","13","","","",""
"needs-measuring","RFATSY04","Artificial Turf Black (2m x 15m) (Custom Branding)","Flooring","","0","0","0","0","","","",""
"needs-measuring","RFATSY07","Artificial Turf Black (2m x 20m) (Custom Branding)","Flooring","","0","0","0","0","","","",""
"needs-measuring","RFDAAS","REVL Freight & Delivery Allowance (AUS)","Other Costs","","0","0","0","0","","","",""
"needs-measuring","RFDASG","REVL Freight & Delivery Allowance (SG)","Other Costs","","0","0","0","0","","","",""
"needs-measuring","RFDAUS","REVL Freight & Delivery Allowance (USA)","Other Costs","","0","0","0","0","","","",""
"needs-measuring","RFRFRR01","Impact-Lock Rubber Tiles - 20mm","Flooring","","105","0","105","19","","","",""
"needs-measuring","RFRFRR05","Impact-Lock Rubber Tiles - 20mm (Custom Branding)","Flooring","","105","0","105","19","","","",""
"needs-measuring","RFRFRR06B","Acoustic Underlay - 5mm","Flooring","","0","3.2","0","0","","","",""
"needs-measuring","RKKBPGC01","REVL Competition Kettlebell Kit","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","RKKBPGC02","REVL Urethane Kettlebell Kit","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","RKST10CW01","REVL Studio Kit - Wall Mounted Rig (10 Cell)","Packages","","0","0","0","0","","","",""
"needs-measuring","RKST11CW01","REVL Studio Kit - Wall Mounted Rig (11 Cell)","Packages","","0","0","0","0","","","",""
"needs-measuring","RKST12CW01","REVL Studio Kit - Wall Mounted Rig (12 Cell)","Packages","","0","0","0","0","","","",""
"needs-measuring","RKST3C01","REVL Studio Kit - Freestanding Rig (3 Cell)","Packages","","0","0","0","0","","","",""
"needs-measuring","RKST4C01","REVL Studio Kit (4 Cell)","Packages","","0","0","0","0","","","",""
"needs-measuring","RKST4C02","REVL Studio Kit - Freestanding Rig (4 Cell)","Packages","","0","0","0","0","","","",""
"needs-measuring","RKST5C01","REVL Studio Kit - Freestanding Rig (5 Cell)","Packages","","0","0","0","0","","","",""
"needs-measuring","RKST5CW01","REVL Studio Kit - Wall Mounted Rig (5 Cell)","Packages","","0","0","0","0","","","",""
"needs-measuring","RKST6C01","REVL Studio Kit - Freestanding Rig (6 Cell)","Packages","","0","0","0","0","","","",""
"needs-measuring","RKST6C01-U","REVL Studio Kit - Freestanding Rig (6 Cell) - PU","Packages","","0","0","0","0","","","",""
"needs-measuring","RKST6CW01","REVL Studio Kit - Wall Mounted Rig (6 Cell)","Packages","","0","0","0","0","","","",""
"needs-measuring","RKST7CW01","REVL Studio Kit - Wall Mounted Rig (7 Cell)","Packages","","0","0","0","0","","","",""
"needs-measuring","RKST8CW01","REVL Studio Kit - Wall Mounted Rig (8 Cell)","Packages","","0","0","0","0","","","",""
"needs-measuring","RKST9CW01","REVL Studio Kit - Wall Mounted Rig (9 Cell)","Packages","","0","0","0","0","","","",""
"needs-measuring","RKSTAO01","REVL Add On","Packages","","0","0","0","0","","","",""
"needs-measuring","RKSTAO02","REVL Add On","Packages","","0","0","0","0","","","",""
"needs-measuring","RKSTCU01","REVL Studio Kit (Custom)","Packages","","0","0","0","0","","","",""
"needs-measuring","RKSTCU02","REVL Studio Kit (NEW)","Packages","","0","0","0","0","","","",""
"needs-measuring","RMDBRH01","Premium Rubber Hex Dumbbell - 4kg","Mixed Implements","","0","0","14","5","","","",""
"needs-measuring","RMDBRH02","Premium Rubber Hex Dumbbell - 6kg","Mixed Implements","","0","0","14","7","","","",""
"needs-measuring","RMDBRH03","Premium Rubber Hex Dumbbell - 8kg","Mixed Implements","","0","0","14","9","","","",""
"needs-measuring","RMDBRH04","Premium Rubber Hex Dumbbell - 10kg","Mixed Implements","","0","0","14","11","","","",""
"needs-measuring","RMDBRH05","Premium Rubber Hex Dumbbell - 12.5kg","Mixed Implements","","0","0","13.8","14","","","",""
"needs-measuring","RMDBRH06","Premium Rubber Hex Dumbbell - 15kg","Mixed Implements","","0","0","15.4","16","","","",""
"needs-measuring","RMDBRH07","Premium Rubber Hex Dumbbell - 17.5kg","Mixed Implements","","0","0","16.4","19","","","",""
"needs-measuring","RMDBRH08","Premium Rubber Hex Dumbbell - 20kg","Mixed Implements","","0","0","16.7","21","","","",""
"needs-measuring","RMDBRH09","Premium Rubber Hex Dumbbell - 25kg","Mixed Implements","","0","0","18","26","","","",""
"needs-measuring","RMDBRH10","Premium Rubber Hex Dumbbell - 27.5kg","Mixed Implements","","0","0","19","29","","","",""
"needs-measuring","RMDBRH11","Premium Rubber Hex Dumbbell - 30kg","Mixed Implements","","0","0","19.1","31","","","",""
"needs-measuring","RMDBRH12","Premium Rubber Hex Dumbbell - 35kg","Mixed Implements","","0","0","20.5","36","","","",""
"needs-measuring","RMDBRH13","Premium Rubber Hex Dumbbell - 40kg","Mixed Implements","","0","0","21.3","41","","","",""
"needs-measuring","RMDBRH14","Premium Rubber Hex Dumbbell - 22.5kg","Mixed Implements","","0","0","14","46","","","",""
"needs-measuring","RMDBRH15","Premium Rubber Hex Dumbbell - 45kg","Mixed Implements","","0","0","14","51","","","",""
"needs-measuring","RMDBRH16","Premium Rubber Hex Dumbbell - 50kg","Mixed Implements","","0","0","14","61","","","",""
"needs-measuring","RMDBRH17","Premium Rubber Hex Dumbbell - 60kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","RMDEHG01","High Grip Dead Ball - 12kg","Mixed Implements","","29","0","29","13","","","",""
"needs-measuring","RMDEHG02","High Grip Dead Ball - 15kg","Mixed Implements","","29","0","29","16","","","",""
"needs-measuring","RMDEHG03","High Grip Dead Ball - 20kg","Mixed Implements","","29","0","29","21","","","",""
"needs-measuring","RMDEHG04","High Grip Dead Ball - 25kg","Mixed Implements","","29","0","29","26","","","",""
"needs-measuring","RMDEHG05","High Grip Dead Ball - 30kg","Mixed Implements","","29","0","29","31","","","",""
"needs-measuring","RMDEHG06","High Grip Dead Ball - 35kg","Mixed Implements","","31.5","0","31.5","36","","","",""
"needs-measuring","RMDEHG07","High Grip Dead Ball - 45kg","Mixed Implements","","34","0","34","46","","","",""
"needs-measuring","RMDEHG08","High Grip Dead Ball - 55kg","Mixed Implements","","36.5","0","36.5","56","","","",""
"needs-measuring","RMDEHG09","High Grip Dead Ball - 65kg","Mixed Implements","","36.5","0","36.5","66","","","",""
"needs-measuring","RMDEHG10","High Grip Dead Ball - 75kg","Mixed Implements","","39","0","39","76","","","",""
"needs-measuring","RMGFACC01","Digital Interval Timer","Mixed Implements","","87","0","17","4","","","",""
"needs-measuring","RMKBPGC01","Competition Kettlebell - 8kg","Mixed Implements","","23","0","23","9","","","",""
"needs-measuring","RMKBPGC02","Competition Kettlebell - 10kg","Mixed Implements","","23","0","23","11","","","",""
"needs-measuring","RMKBPGC03","Competition Kettlebell - 12kg","Mixed Implements","","23","0","23","13","","","",""
"needs-measuring","RMKBPGC04","Competition Kettlebell - 16kg","Mixed Implements","","23","0","23","17","","","",""
"needs-measuring","RMKBPGC05","Competition Kettlebell - 20kg","Mixed Implements","","23","0","23","21","","","",""
"needs-measuring","RMKBPGC06","Competition Kettlebell - 24kg","Mixed Implements","","23","0","23","25","","","",""
"needs-measuring","RMKBPGC07","Competition Kettlebell - 28kg","Mixed Implements","","23","0","23","29","","","",""
"needs-measuring","RMKBPGC08","Competition Kettlebell - 32kg","Mixed Implements","","23","0","23","33","","","",""
"needs-measuring","RMKBPGC09","Competition Kettlebell - 36kg","Mixed Implements","","23","0","23","37","","","",""
"needs-measuring","RMKBPGC10","Competition Kettlebell - 40kg","Mixed Implements","","23","0","23","41","","","",""
"needs-measuring","RMKBPGC11","Urethane Kettlebell - 8kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","RMKBPGC12","Urethane Kettlebell - 10kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","RMKBPGC13","Urethane Kettlebell - 12kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","RMKBPGC14","Urethane Kettlebell - 16kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","RMKBPGC15","Urethane Kettlebell - 20kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","RMKBPGC16","Urethane Kettlebell - 24kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","RMKBPGC17","Urethane Kettlebell - 28kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","RMKBPGC18","Urethane Kettlebell - 32kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","RMKBPGC19","Urethane Kettlebell - 36kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","RMKBPGC20","Urethane Kettlebell - 40kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","RMWAARM01","Wall Ball - 8lb","Mixed Implements","","36.6","0","36.6","4","","","",""
"needs-measuring","RMWAARM02","Wall Ball - 14lb","Mixed Implements","","36.6","0","36.6","7","","","",""
"needs-measuring","RMWAARM03","Wall Ball - 20lb","Mixed Implements","","36.6","0","36.6","10","","","",""
"needs-measuring","ROGUEEB","Rogue Echo Bike v3.0","Cardio","","0","0","0","0","","","",""
"needs-measuring","RRSPATT01","Rig Crossbeam Single Pipe - 1080mm","Rigs & Racks","","109","0","7.5","6","","","",""
"needs-measuring","RRSPATT02","Rig Crossbeam Single Pipe - 1520mm","Rigs & Racks","","153","0","7.5","7","","","",""
"needs-measuring","RRSPATT03","Rig Universal Upright","Rigs & Racks","","241","0","7.5","19","","","",""
"needs-measuring","RRSPATT04","Rig Dip Bar Attachment","Rigs & Racks","","71","0","59","11","","","",""
"needs-measuring","RRSPATT05","Rig Premium J-Hooks","Rigs & Racks","","16","0","11","8","","","",""
"needs-measuring","RRSPATT06","Rig Wall Ball Target","Rigs & Racks","","42.5","0","41.8","19","","","",""
"needs-measuring","RRSPATT07","Rig Crossbeam Single Pipe - 1800mm","Rigs & Racks","","0","0","0","0","","","",""
"needs-measuring","RSWBFW02","Adjustable Utility Weight Bench","Strength","","138","0","25","39","","","",""
"needs-measuring","RSWBFW03","Flat Utility Weight Bench (Angled Legs) - 410mm","Strength","","0","0","0","0","","","",""
"needs-measuring","RSWBFW04","Flat Utility Weight Bench Pro (Angled Legs) - Seat Only","Strength","","118","0","52.5","26","","","",""
"needs-measuring","RWBBOL01","Olympic Barbell - 15kg (1500Lb Capacity)","Weightlifting","","205","0","8","16","","","",""
"needs-measuring","RWBBOL02","Olympic Barbell - 20kg (2000Lb Capacity)","Weightlifting","","224","0","8","21","","","",""
"needs-measuring","RWBBOS01","Olympic Barbell - 15kg (1500Lb Capacity) - Stainless Steel","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","RWBBOS02","Olympic Barbell - 20kg (2000Lb Capacity) - Stainless Steel","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","RWWAACC01","Weightlifting Belt","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","RWWAACC02","Dip & Pull Up Belt","Weightlifting","","84","0","19.5","1","","","",""
"needs-measuring","RWWKCH02","Weightlifting Chalk Box","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","RWWLACC01","Barbell Squat Pad","Weightlifting","","44.5","0","11","1","","","",""
"needs-measuring","RWWLACC02","Olympic Bar Easy Lock Collars (Pair)","Weightlifting","","5.3","0","5.3","1","","","",""
"needs-measuring","RWWLCH02","Weightlifting Chalk Box","Weightlifting","","19","0","19","1","","","",""
"needs-measuring","RWWLRR01","Squat Wedge Block","Body Weight","","0","0","0","0","","","",""
"needs-measuring","RWWPCNB06","Pro Bumper Plates - 5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","RWWPCP03","Change Plates - 0.5kg","Weightlifting","","0","0","0","0","","","",""
"needs-measuring","SAAACO01","Sweat Towel","Apparel","","0.04","0.08","0","0","","","",""
"needs-measuring","SAAAU01","Trucker Hat","Apparel","","0","0","0","0","","","",""
"needs-measuring","SAAAU02","Train Cap","Apparel","","0","0","0","0","","","",""
"needs-measuring","SAACU02M","Oversized Hoodie (Unisex) (M)","Apparel","","0","0","0","0","","","",""
"needs-measuring","SAACU05L","Short Sleeve Tee (Male) (L)","Apparel","","0","0","0","0","","","",""
"needs-measuring","SAACU05M","Short Sleeve Tee (Male) (M)","Apparel","","0","0","0","0","","","",""
"needs-measuring","SAACU05S","Short Sleeve Tee (Male) (S)","Apparel","","0","0","0","0","","","",""
"needs-measuring","SAACU05XL","Short Sleeve Tee (Male) (XL)","Apparel","","0","0","0","0","","","",""
"needs-measuring","SAACU09M","High Rise Leggings (Woman) (M)","Apparel","","0","0","0","0","","","",""
"needs-measuring","SAACU12M","Sports Bra (Woman) (S)","Apparel","","0","0","0","0","","","",""
"needs-measuring","SBCT6501","Fitness Ball - 65cm (Anti-Burst)","Body Weight","","0","0","0","0","","","",""
"needs-measuring","SBRMRL09","Massage Rolling Machine","Body Weight","","0","0","0","0","","","",""
"needs-measuring","SBSADO01","Agility Dots (Set of 5)","Body Weight","","0","0","0","0","","","",""
"needs-measuring","SFRFRR01-1","Impact Lock Rubber Tiles - 20mm","Flooring","","0","0","0","0","","","",""
"needs-measuring","SFRFRR03-1","Impact Lock Rubber Tiles - 30mm","Flooring","","0","0","0","0","","","",""
"needs-measuring","SFRFRR04-1","Impact Lock Rubber Tiles - 40mm (500 x 500mm) (4 Tiles)","Flooring","","0","0","0","0","","","",""
"needs-measuring","SFRFRR05-1","Impact Lock Rubber Tiles - 50mm (500 x 500mm) (4 Tiles)","Flooring","","0","0","0","0","","","",""
"needs-measuring","SFRFRR07","Acoustic Underlay - 15mm","Flooring","","0","0","0","0","","","",""
"needs-measuring","SFRFRR08","Acoustic Underlay - 20mm","Flooring","","0","0","0","0","","","",""
"needs-measuring","SMBRNC02","Climbing Rope - 7m","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","SMDBOH01","Olympic Dumbbell Handles (Pair)","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","SMDBUR18","PU Dumbbells (Pair) - 5kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","SMDBUR20","PU Dumbbells (Pair) - 1kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","SMDBUR21","PU Dumbbells (Pair) - 2kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","SMDBUR22","PU Dumbbells (Pair) - 3kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","SMDBUR23","PU Dumbbells (Pair) - 4kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","SMDBUR25","PU Dumbbells (Pair) - 6kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","SMDBUR26","PU Dumbbells (Pair) - 7kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","SMDBUR27","PU Dumbbells (Pair) - 8kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","SMDBUR28","PU Dumbbells (Pair) - 9kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","SMDEHG09","High Grip Dead Ball - 40kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","SMDEHG11","High Grip Dead Ball - 50kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","SMGFWTB01-1","Aerobic Weighted Exercise Bars - 4kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","SMGFWTB02-1","Aerobic Weighted Exercise Bars - 6kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","SMGFWTB03-1","Aerobic Weighted Exercise Bars - 8kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","SMGFWTB04-1","Aerobic Weighted Exercise Bars - 10kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","SMKBUR07","Urethane Competition Kettlebell - 28kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","SMKBUR08","Urethane Competition Kettlebell - 32kg","Mixed Implements","","0","0","0","0","","","",""
"needs-measuring","SMKBUR09","Urethane Competition Kettlebell - 36kg","Mixed Implements","","0","0","0","0","","","",""
